cell_name	gene_name	tissue_type	gene_id
Macrophage	FCGR3A	Adipose tissue	ENSG00000203747
Stromal cell	GREM1	Adipose tissue	ENSG00000276886
Stromal cell	GREM1	Adipose tissue	ENSG00000282046
Stromal cell	GREM1	Adipose tissue	ENSG00000166923
Mesenchymal stem cell		Adipose tissue	
Mesenchymal stem cell	POU5F1	Adipose tissue	ENSG00000206454
Mesenchymal stem cell	POU5F1	Adipose tissue	ENSG00000237582
Mesenchymal stem cell	POU5F1	Adipose tissue	ENSG00000229094
Mesenchymal stem cell	POU5F1	Adipose tissue	ENSG00000230336
Mesenchymal stem cell	POU5F1	Adipose tissue	ENSG00000235068
Mesenchymal stem cell	POU5F1	Adipose tissue	ENSG00000233911
Mesenchymal stem cell	POU5F1	Adipose tissue	ENSG00000204531
Mesenchymal stem cell		Adipose tissue	
Mesenchymal stem cell		Adipose tissue	
Mesenchymal stem cell	NANOG	Adipose tissue	ENSG00000111704
Stem cell	FABP4	Adipose tissue	ENSG00000170323
White preadipocyte	IL6	Adipose tissue	ENSG00000136244
White preadipocyte	CCL2	Adipose tissue	ENSG00000108691
Pan fibroblast		Adipose tissue	
Pan fibroblast		Adipose tissue	
Pan fibroblast		Adipose tissue	
Hematopoietic stem cell	PTPRC	Adipose tissue	ENSG00000262418
Hematopoietic stem cell	PTPRC	Adipose tissue	ENSG00000081237
Adipocyte progenitor cell	ALCAM	Adipose tissue	ENSG00000170017
Adipocyte progenitor cell	THY1	Adipose tissue	ENSG00000154096
Endothelial cell	PECAM1	Adipose tissue	ENSG00000261371
Epithelial cell		Adipose tissue	
Epithelial cell	VWF	Adipose tissue	ENSG00000110799
Epithelial cell	KDR	Adipose tissue	ENSG00000128052
Endothelial cell		Adipose tissue	
Fibroblast	LRP1	Adipose tissue	ENSG00000123384
Mesenchymal cell		Adipose tissue	
Fibroblast	PTPRC	Adipose tissue	ENSG00000262418
Fibroblast	PTPRC	Adipose tissue	ENSG00000081237
Mesenchymal cell		Adipose tissue	
Endothelial cell	PECAM1	Adipose tissue	ENSG00000261371
Endothelial cell	CDH5	Adipose tissue	ENSG00000179776
Hematopoietic cell	LRP1	Adipose tissue	ENSG00000123384
Mesenchymal cell		Adipose tissue	
Hematopoietic cell	PTPRC	Adipose tissue	ENSG00000262418
Hematopoietic cell	PTPRC	Adipose tissue	ENSG00000081237
Mesenchymal cell		Adipose tissue	
Mesenchymal cell		Adipose tissue	
T helper 2(Th2) cell		Adipose tissue	
T helper 2(Th2) cell		Adipose tissue	
T helper 2(Th2) cell		Adipose tissue	
T helper 2(Th2) cell		Adipose tissue	
Mesenchymal stem cell	THY1	Adipose tissue	ENSG00000154096
Mesenchymal stem cell	NT5E	Adipose tissue	ENSG00000135318
Mesenchymal stem cell		Adipose tissue	
Beige adipocyte		Adipose tissue	
Brown adipocyte		Adipose tissue	
White adipocyte		Adipose tissue	
White adipocyte		Adipose tissue	
White adipocyte		Adipose tissue	
Epithelial cell	EPCAM	Adipose tissue	ENSG00000119888
Epithelial cell	KRT8	Adipose tissue	ENSG00000170421
Epithelial cell	KRT18	Adipose tissue	ENSG00000111057
Epithelial cell	CLDN3	Adipose tissue	ENSG00000165215
Progenitor cell		Beige Fat	
Progenitor cell		Beige Fat	
Progenitor cell	CD81	Beige Fat	ENSG00000110651
Endothelial cell	PDPN	Lymph	ENSG00000162493
Endothelial cell	PROX1	Lymph	ENSG00000117707
Endothelial cell	FLT4	Lymph	ENSG00000037280
Pan-macrophage	CD68	Adipose tissue	ENSG00000129226
Innate lymphoid cell 1	IL2	Adipose tissue	ENSG00000109471
Innate lymphoid cell 1		Adipose tissue	
Innate lymphoid cell 1	TBX21	Adipose tissue	ENSG00000073861
Mesothelial cell		Adipose tissue	
Adipocyte progenitor cell		Adipose tissue	
Mesothelial cell		Adipose tissue	
Adipocyte progenitor cell		Adipose tissue	
Preadipocyte		Adipose tissue	
Mesothelial cell		Adipose tissue	
Mast cell		Adipose tissue	
M1 macrophage	CD68	Adipose tissue	ENSG00000129226
B cell	IGKC	Adipose tissue	ENSG00000211592
Vascular smooth muscle cell(VSMC)	ACTA2	Adipose tissue	ENSG00000107796
Endothelial cell		Adipose tissue	
Dendritic cell	HLA-DRA	Adipose tissue	ENSG00000277263
Dendritic cell	HLA-DRA	Adipose tissue	ENSG00000234794
Dendritic cell	HLA-DRA	Adipose tissue	ENSG00000226260
Dendritic cell	HLA-DRA	Adipose tissue	ENSG00000230726
Dendritic cell	HLA-DRA	Adipose tissue	ENSG00000227993
Dendritic cell	HLA-DRA	Adipose tissue	ENSG00000228987
Dendritic cell	HLA-DRA	Adipose tissue	ENSG00000206308
Dendritic cell	HLA-DRA	Adipose tissue	ENSG00000204287
Adipocyte progenitor cell	LUM	Adipose tissue	ENSG00000139329
Adipocyte	PLIN1	Adipose tissue	ENSG00000166819
Adipocyte	RBP4	Adipose tissue	ENSG00000138207
Mast cell	CPA3	Adipose tissue	ENSG00000163751
Monocyte	S100A9	Adipose tissue	ENSG00000163220
Adipocyte	LEP	Adipose tissue	ENSG00000174697
M1 macrophage	TREM2	Adipose tissue	ENSG00000095970
Dendritic cell	HLA-DRB1	Adipose tissue	ENSG00000228080
Dendritic cell	HLA-DRB1	Adipose tissue	ENSG00000229074
Dendritic cell	HLA-DRB1	Adipose tissue	ENSG00000236884
Dendritic cell	HLA-DRB1	Adipose tissue	ENSG00000206306
Dendritic cell	HLA-DRB1	Adipose tissue	ENSG00000206240
Dendritic cell	HLA-DRB1	Adipose tissue	ENSG00000196126
M2 macrophage	CD163	Adipose tissue	ENSG00000177575
Endothelial cell	VWF	Adipose tissue	ENSG00000110799
Adipocyte progenitor cell	COL1A2	Adipose tissue	ENSG00000164692
Vascular smooth muscle cell(VSMC)	MYH11	Adipose tissue	ENSG00000276480
Vascular smooth muscle cell(VSMC)	MYH11	Adipose tissue	ENSG00000133392
Natural killer cell	NKG7	Adipose tissue	ENSG00000105374
Adipocyte progenitor cell	MGP	Adipose tissue	ENSG00000111341
Natural killer cell	GNLY	Adipose tissue	ENSG00000115523
Adipocyte progenitor cell	CFD	Adipose tissue	ENSG00000274619
Adipocyte progenitor cell	CFD	Adipose tissue	ENSG00000197766
Adipocyte	ADIPOQ	Adipose tissue	ENSG00000181092
Monocyte	S100A8	Adipose tissue	ENSG00000143546
B cell	IGHG3	Adipose tissue	ENSG00000282184
B cell	IGHG3	Adipose tissue	ENSG00000211897
M2 macrophage	FOLR2	Adipose tissue	ENSG00000165457
Adipocyte progenitor cell	CCN5	Adipose tissue	ENSG00000064205
Vascular smooth muscle cell(VSMC)	TAGLN	Adipose tissue	ENSG00000149591
Adipocyte progenitor cell	APOD	Adipose tissue	ENSG00000189058
M2 macrophage	MRC1	Adipose tissue	ENSG00000260314
Chromaffin cell	NCAM1	Adrenal gland	ENSG00000149294
Definitive zone cell	NCAM1	Adrenal gland	ENSG00000149294
Multipotent stem cell	CD34	Adventitia	ENSG00000174059
Multipotent stem cell	PTPRC	Adventitia	ENSG00000262418
Multipotent stem cell	PTPRC	Adventitia	ENSG00000081237
Multipotent stem cell	THY1	Adventitia	ENSG00000154096
Multipotent stem cell	CD44	Adventitia	ENSG00000026508
Multipotent stem cell	NT5E	Adventitia	ENSG00000135318
Alveolar type II (ATII) cell	LAMP3	Epithelium	ENSG00000078081
Club cell (Clara cell)	GABRP	Epithelium	ENSG00000094755
Alveolar cell Type 1	RTKN2	Epithelium	ENSG00000182010
Ciliated cell	FOXJ1	Epithelium	ENSG00000129654
Goblet cell	GABRP	Epithelium	ENSG00000094755
Club cell (Clara cell)		Epithelium	
Goblet cell	MUC5AC	Epithelium	ENSG00000215182
Goblet cell	MUC5AC	Epithelium	ENSG00000283158
Macrophage	MARCO	Airway	ENSG00000019169
Goblet cell	MUC5B	Airway	ENSG00000117983
Naive CD4+ T cell	CCR7	Airway	ENSG00000126353
Naive CD4+ T cell	CD4	Airway	ENSG00000010610
Macrophage	CD163	Airway	ENSG00000177575
Activated effector memory CD4+ T cell	PDCD1	Airway	ENSG00000276977
Activated effector memory CD4+ T cell	PDCD1	Airway	ENSG00000188389
Goblet cell	KRT78	Airway	ENSG00000170423
Naive CD4+ T cell		Airway	
Macrophage	ITGAV	Airway	ENSG00000138448
Naive CD4+ T cell	CD28	Airway	ENSG00000178562
Memory CD4+ T cell	FAS	Airway	ENSG00000026103
Dendritic cell	CD1C	Airway	ENSG00000158481
Activated effector memory CD4+ T cell	CD28	Airway	ENSG00000178562
Activated tissue resident memory CD8+ T cell	ITGAE	Airway	ENSG00000083457
Tissue resident memory CD4+ T cell	FAS	Airway	ENSG00000026103
Myeloid cell	CD14	Airway	ENSG00000170458
Activated effector memory CD8+ T cell	CXCR5	Airway	ENSG00000160683
Gamma delta(γδ) T cell	NCAM1	Airway	ENSG00000149294
Naive CD4+ T cell	CD27	Airway	ENSG00000139193
Goblet cell	EPCAM	Airway	ENSG00000119888
Effector memory CD4+ T cell	CD28	Airway	ENSG00000178562
Tissue resident memory CD4+ T cell	IL2RA	Airway	ENSG00000134460
Activated tissue resident memory CD8+ T cell	CXCR5	Airway	ENSG00000160683
Myeloid cell	FCGR3A	Airway	ENSG00000203747
Myeloid cell	CD14	Airway	ENSG00000170458
Effector memory CD4+ T cell	FAS	Airway	ENSG00000026103
Activated tissue resident memory CD8+ T cell	FCGR3A	Airway	ENSG00000203747
Naive CD8+ T cell	IL7R	Airway	ENSG00000168685
Regulatory T(Treg) cell	FAS	Airway	ENSG00000026103
Effector memory CD4+ T cell	IL2RA	Airway	ENSG00000134460
Macrophage	MRC1	Airway	ENSG00000260314
Effector CD8+ T cell	CD8A	Airway	ENSG00000153563
T cell	TRBC2	Airway	ENSG00000276849
T cell	TRBC2	Airway	ENSG00000211772
Myeloid cell	FCGR3A	Airway	ENSG00000203747
Effector memory CD4+ T cell	FOXP3	Airway	ENSG00000049768
Activated tissue resident memory CD8+ T cell	CD69	Airway	ENSG00000110848
Myeloid cell	CD163	Airway	ENSG00000177575
T cell	TRGC1	Airway	ENSG00000211689
T cell	CD3D	Airway	ENSG00000167286
Goblet cell	SCGB1A1	Airway	ENSG00000149021
Tissue resident memory CD4+ T cell	CD69	Airway	ENSG00000110848
Platelet	PF4	Airway	ENSG00000163737
Effector memory CD4+ T cell	IL7R	Airway	ENSG00000168685
Effector memory CD4+ T cell	CXCR5	Airway	ENSG00000160683
Activated tissue resident memory CD8+ T cell	CD8A	Airway	ENSG00000153563
B cell	MS4A1	Airway	ENSG00000156738
Activated tissue resident memory CD4+ T cell	CD28	Airway	ENSG00000178562
Naive CD8+ T cell		Airway	
T cell	TRAC	Airway	ENSG00000277734
Activated effector memory CD4+ T cell	CD4	Airway	ENSG00000010610
Plasma cell	CD19	Airway	ENSG00000177455
Activated tissue resident memory CD4+ T cell	FAS	Airway	ENSG00000026103
Naive CD8+ T cell	CD27	Airway	ENSG00000139193
Naive CD8+ T cell	CCR7	Airway	ENSG00000126353
Mast cell	KIT	Airway	ENSG00000157404
Tissue resident memory CD4+ T cell	CD4	Airway	ENSG00000010610
Naive CD4+ T cell	IL7R	Airway	ENSG00000168685
T cell	TRDC	Airway	ENSG00000211829
Memory CD4+ T cell	CD28	Airway	ENSG00000178562
B cell	CD19	Airway	ENSG00000177455
Activated effector memory CD8+ T cell	CD8A	Airway	ENSG00000153563
Epithelial cell	KRT78	Airway	ENSG00000170423
Activated tissue resident memory CD4+ T cell	PDCD1	Airway	ENSG00000276977
Activated tissue resident memory CD4+ T cell	PDCD1	Airway	ENSG00000188389
T cell	TRGC2	Airway	ENSG00000227191
Dendritic cell	FCER1A	Airway	ENSG00000179639
Memory CD4+ T cell	IL7R	Airway	ENSG00000168685
Red blood cell (erythrocyte)	HBA1	Airway	ENSG00000206172
Activated tissue resident memory CD8+ T cell		Airway	
Platelet	ITGA2B	Airway	ENSG00000005961
Club cell (Clara cell)	SCGB1A1	Airway	ENSG00000149021
Regulatory T(Treg) cell	IL2RA	Airway	ENSG00000134460
Club cell (Clara cell)	KRT78	Airway	ENSG00000170423
Epithelial cell	EPCAM	Airway	ENSG00000119888
Red blood cell (erythrocyte)	HBB	Airway	ENSG00000244734
T cell	TRBC1	Airway	ENSG00000281981
T cell	TRBC1	Airway	ENSG00000211751
Tissue resident memory CD8+ T cell	CD8A	Airway	ENSG00000153563
Plasma cell	JCHAIN	Airway	ENSG00000132465
Regulatory T(Treg) cell	FOXP3	Airway	ENSG00000049768
Ionocyte	CFTR	Airway	ENSG00000001626
Naive CD8+ T cell	CD8A	Airway	ENSG00000153563
Memory CD4+ T cell	CD4	Airway	ENSG00000010610
Tissue resident memory CD8+ T cell	CD69	Airway	ENSG00000110848
Club cell (Clara cell)	MUC5B	Airway	ENSG00000117983
Club cell (Clara cell)	EPCAM	Airway	ENSG00000119888
Activated tissue resident memory CD4+ T cell	CD4	Airway	ENSG00000010610
Myeloid cell	CD163	Airway	ENSG00000177575
Natural killer cell	NCAM1	Airway	ENSG00000149294
Activated tissue resident memory CD8+ T cell	FAS	Airway	ENSG00000026103
Effector memory CD4+ T cell	CD4	Airway	ENSG00000010610
Neutrophil		Airway	
Tissue resident memory CD8+ T cell	CXCR5	Airway	ENSG00000160683
Epithelial cell	SCGB1A1	Airway	ENSG00000149021
Activated effector memory CD4+ T cell	FAS	Airway	ENSG00000026103
Myeloid cell	CD68	Airway	ENSG00000129226
Red blood cell (erythrocyte)	HBA2	Airway	ENSG00000188536
Epithelial cell	MUC5B	Airway	ENSG00000117983
T cell	CD4	Bronchus	ENSG00000010610
T cell	CD8A	Bronchus	ENSG00000153563
T cell	GATA3	Bronchus	ENSG00000107485
Distal epithelial cell	SOX9	Distal airway	ENSG00000125398
Distal epithelial cell	NAPSA	Distal airway	ENSG00000131400
Basal cell	KRT17	Distal airway	ENSG00000128422
Hair follicle cell	KRT15	Amniotic fluid	ENSG00000171346
Dermal papilla cell	ALPP	Amniotic fluid	ENSG00000163283
Mesenchymal cell		Amniotic fluid	
Mesenchymal cell		Amniotic fluid	
Mesenchymal cell	MMP1	Amniotic fluid	ENSG00000196611
T cell		Artery	
Macrophage	CD68	Artery	ENSG00000129226
Macrophage	CD68	Artery	ENSG00000129226
T cell	IL2RA	Artery	ENSG00000134460
T cell	CD4	Artery	ENSG00000010610
T cell	CD8A	Artery	ENSG00000153563
T cell		Artery	
T cell		Artery	
Mast cell		Artery	
Macrophage	CD68	Artery	ENSG00000129226
Neutrophil		Artery	
Eosinophil		Artery	
Leukocyte		Aorta	
Granulocyte	CEACAM8	Artery	ENSG00000124469
Endothelial cell	HEY2	Artery	ENSG00000135547
Macrophage	LYVE1	Artery	ENSG00000133800
Macrophage		Artery	
Artery cell	GJA5	Artery	ENSG00000265107
Artery cell	ELN	Artery	ENSG00000049540
Artery cell	ARL15	Artery	ENSG00000185305
Artery cell	IGFBP3	Artery	ENSG00000146674
Capillary cell	IGFBP3	Artery	ENSG00000146674
Artery cell	EGR1	Artery	ENSG00000120738
Capillary cell	ARL15	Artery	ENSG00000185305
Endothelial cell	CDH5	Aortic valve	ENSG00000179776
Endothelial cell	KDR	Aortic valve	ENSG00000128052
Endothelial cell	PECAM1	Aortic valve	ENSG00000261371
Smooth muscle cell	TAGLN	Coronary artery	ENSG00000149591
Smooth muscle cell	ACTA2	Coronary artery	ENSG00000107796
Smooth muscle cell	CNN1	Coronary artery	ENSG00000130176
Smooth muscle cell	MYH11	Coronary artery	ENSG00000276480
Smooth muscle cell	MYH11	Coronary artery	ENSG00000133392
Macrophage-like cell	CD68	Aorta	ENSG00000129226
T helper 17(Th17) cell	CCR6	Arthrosis	ENSG00000112486
Central memory CD4+ T cell	CCR7	Arthrosis	ENSG00000126353
Effector CD4+ T cell		Arthrosis	
Naive CD4+ T cell	CCR7	Arthrosis	ENSG00000126353
T helper 17(Th17) cell	KLRB1	Arthrosis	ENSG00000111796
Central memory CD4+ T cell		Arthrosis	
T helper 1(Th1) cell	CXCR3	Arthrosis	ENSG00000186810
Regulatory T(Treg) cell	IL2RA	Arthrosis	ENSG00000134460
Naive CD4+ T cell		Arthrosis	
CD8+ T cell	STMN1	Arthrosis	ENSG00000117632
CD8+ T cell	MKI67	Arthrosis	ENSG00000148773
Prehypertrophic chondrocyte	TGFBI	Articular Cartilage	ENSG00000120708
Proliferative chondrocyte	NOTCH2	Articular Cartilage	ENSG00000134250
Proliferative chondrocyte	BMP6	Articular Cartilage	ENSG00000153162
Hypertrophic chondrocyte	WWP2	Articular Cartilage	ENSG00000198373
Prehypertrophic chondrocyte	TNFAIP6	Articular Cartilage	ENSG00000123610
Fibroblast	COL5A1	Articular Cartilage	ENSG00000130635
Prehypertrophic chondrocyte	THBS3	Articular Cartilage	ENSG00000169231
Prehypertrophic chondrocyte	PTGES	Articular Cartilage	ENSG00000148344
Fibrocartilage chondrocyte	MTRNR2L1	Articular Cartilage	
Prehypertrophic chondrocyte	PPIC	Articular Cartilage	ENSG00000168938
Proliferative chondrocyte	NGF	Articular Cartilage	ENSG00000134259
Fibrocartilage chondrocyte	COL4A2	Articular Cartilage	ENSG00000134871
Hypertrophic chondrocyte	CRISPLD1	Articular Cartilage	ENSG00000121005
Fibrocartilage chondrocyte	IFI16	Articular Cartilage	ENSG00000163565
Fibrocartilage chondrocyte	COL14A1	Articular Cartilage	ENSG00000187955
Hypertrophic chondrocyte	RNU6-2	Articular Cartilage	ENSG00000207357
Prehypertrophic chondrocyte	SRPX2	Articular Cartilage	ENSG00000102359
Homeostatic chondrocyte	IER2	Articular Cartilage	ENSG00000160888
Homeostatic chondrocyte	IER5	Articular Cartilage	ENSG00000162783
Homeostatic chondrocyte	NXF1	Articular Cartilage	ENSG00000162231
Homeostatic chondrocyte	EIF4A3	Articular Cartilage	ENSG00000141543
Proliferative chondrocyte	KDM7A-DT	Articular Cartilage	ENSG00000260231
Prehypertrophic chondrocyte	CRLF1	Articular Cartilage	ENSG00000006016
Proliferative chondrocyte	GOT1	Articular Cartilage	ENSG00000120053
Hematopoietic cell	PROM1	Articular Cartilage	ENSG00000007062
Fibrocartilage chondrocyte	FBN1	Articular Cartilage	ENSG00000166147
Proliferative chondrocyte	EIF4EBP1	Articular Cartilage	ENSG00000187840
Homeostatic chondrocyte	NR4A1	Articular Cartilage	ENSG00000123358
Homeostatic chondrocyte	RASD1	Articular Cartilage	ENSG00000108551
Homeostatic chondrocyte	HEXIM1	Articular Cartilage	ENSG00000186834
Prehypertrophic chondrocyte	GOLGA7B	Articular Cartilage	ENSG00000155265
Homeostatic chondrocyte	CHMP1B	Articular Cartilage	ENSG00000255112
Homeostatic chondrocyte	TSC22D2	Articular Cartilage	ENSG00000196428
Fibrocartilage chondrocyte	SPARCL1	Articular Cartilage	ENSG00000152583
Prehypertrophic chondrocyte	CRTAC1	Articular Cartilage	ENSG00000095713
Proliferative chondrocyte	ERCC1	Articular Cartilage	ENSG00000012061
Homeostatic chondrocyte	CCNL1	Articular Cartilage	ENSG00000163660
Fibrocartilage chondrocyte	MTRNR2L2	Articular Cartilage	
Prehypertrophic chondrocyte	ASPN	Articular Cartilage	ENSG00000106819
Fibrocartilage chondrocyte	SPRY1	Articular Cartilage	ENSG00000164056
Hypertrophic chondrocyte	RMRP	Articular Cartilage	ENSG00000277027
Fibroblast	COL3A1	Articular Cartilage	ENSG00000168542
Homeostatic chondrocyte	DDIT3	Articular Cartilage	ENSG00000175197
Fibrocartilage chondrocyte	ANGPTL1	Articular Cartilage	ENSG00000116194
Fibrocartilage chondrocyte	LAMA4	Articular Cartilage	ENSG00000112769
Homeostatic chondrocyte	ZFP36	Articular Cartilage	ENSG00000128016
Prehypertrophic chondrocyte	TNC	Articular Cartilage	ENSG00000041982
Homeostatic chondrocyte	KLF2	Articular Cartilage	ENSG00000127528
Fibrocartilage chondrocyte	EBF1	Articular Cartilage	ENSG00000164330
Proliferative chondrocyte	PUM3	Articular Cartilage	ENSG00000080608
Homeostatic chondrocyte	CDKN2AIP	Articular Cartilage	ENSG00000168564
Fibrocartilage chondrocyte	ESD	Articular Cartilage	ENSG00000139684
Hypertrophic chondrocyte	PLCG2	Articular Cartilage	ENSG00000197943
Fibrocartilage chondrocyte	RAB13	Articular Cartilage	ENSG00000143545
Prehypertrophic chondrocyte	GALNT16	Articular Cartilage	ENSG00000100626
Fibrocartilage chondrocyte	FKBP1A	Articular Cartilage	ENSG00000088832
Homeostatic chondrocyte	CKS2	Articular Cartilage	ENSG00000123975
Proliferative chondrocyte	GLIS3	Articular Cartilage	ENSG00000107249
Homeostatic chondrocyte	PCF11	Articular Cartilage	ENSG00000165494
Stem cell	NT5E	Articular Cartilage	ENSG00000135318
Fibrocartilage chondrocyte	SCP2	Articular Cartilage	ENSG00000116171
Fibrocartilage chondrocyte	BLOC1S1	Articular Cartilage	ENSG00000135441
Homeostatic chondrocyte	NUFIP2	Articular Cartilage	ENSG00000108256
Proliferative chondrocyte	ATP13A3	Articular Cartilage	ENSG00000133657
Fibrocartilage chondrocyte	DPYSL2	Articular Cartilage	ENSG00000092964
Fibrocartilage chondrocyte	THY1	Articular Cartilage	ENSG00000154096
Fibrocartilage chondrocyte	TMSB4X	Articular Cartilage	ENSG00000205542
Fibrocartilage chondrocyte	ID3	Articular Cartilage	ENSG00000283060
Fibrocartilage chondrocyte	ID3	Articular Cartilage	ENSG00000117318
Fibrocartilage chondrocyte	PSME1	Articular Cartilage	ENSG00000284916
Fibrocartilage chondrocyte	PSME1	Articular Cartilage	ENSG00000092010
Hypertrophic chondrocyte	COL10A1	Articular Cartilage	ENSG00000123500
Fibrocartilage chondrocyte	IFI27	Articular Cartilage	ENSG00000275214
Fibrocartilage chondrocyte	IFI27	Articular Cartilage	ENSG00000165949
Fibrocartilage chondrocyte	SRPX	Articular Cartilage	ENSG00000101955
Homeostatic chondrocyte	KLF10	Articular Cartilage	ENSG00000155090
Prehypertrophic chondrocyte	COL5A1	Articular Cartilage	ENSG00000130635
Prehypertrophic chondrocyte	SOX11	Articular Cartilage	ENSG00000176887
Prehypertrophic chondrocyte	FAP	Articular Cartilage	ENSG00000078098
Fibrocartilage chondrocyte	GNG11	Articular Cartilage	ENSG00000127920
Fibrocartilage chondrocyte	HES1	Articular Cartilage	ENSG00000114315
Proliferative chondrocyte	CDV3	Articular Cartilage	ENSG00000091527
Hematopoietic cell	CD34	Articular Cartilage	ENSG00000174059
Homeostatic chondrocyte	SLC40A1	Articular Cartilage	ENSG00000138449
Hypertrophic chondrocyte	S100A1	Articular Cartilage	ENSG00000160678
Fibrocartilage chondrocyte	TRAPPC1	Articular Cartilage	ENSG00000170043
Prehypertrophic chondrocyte	TPPP3	Articular Cartilage	ENSG00000159713
